Sl_no,State_name,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
384,Kerala,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:02,22:31,06h 29m,INR 617,2 Seats available,"3.9
9",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
385,Kerala,KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),16:16,23:30,07h 14m,INR 709,29 Seats available,"3.9
4",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
386,Kerala,KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,00:10,07h 25m,INR 709,3 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
387,Kerala,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,02:50,07h 46m,INR 709,14 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
388,Kerala,KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),20:31,03:41,07h 10m,INR 709,8 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
389,Kerala,KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),21:31,04:46,07h 15m,INR 709,4 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
390,Kerala,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:12,06:01,07h 49m,INR 709,5 Seats available,"4.3
8",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
391,Kerala,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:32,05:15,06h 43m,INR 791,3 Seats available,"4.1
10",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
392,Kerala,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:41,07:15,07h 34m,INR 791,4 Seats available,"4.4
52",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
393,Kerala,DLT BUS,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 1099,18 Seats available,"4.1
149",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
394,Kerala,DLT BUS,A/C Sleeper (2+1),22:30,05:20,06h 50m,INR 1099,18 Seats available,"4.5
58",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
395,Kerala,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:30,08h 30m,INR 999,10 Seats available,"3.9
92",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
396,Kerala,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:20,08h 20m,INR 999,10 Seats available,"4.2
64",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
397,Kerala,Suraj Holidays,VE A/C Sleeper (2+1),22:30,06:15,07h 45m,INR 1250,12 Seats available,"4.4
51",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
398,Rajasthan,M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,04h 45m,INR 600,45 Seats available,"4.4
419",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
399,Rajasthan,Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,21:30,04h 30m,INR 550,13 Seats available,"4.5
288",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
400,Rajasthan,Jain travels regd,A/C Seater / Sleeper (2+1),21:30,04:30,07h 00m,INR 460,36 Seats available,"4.1
253",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
401,Rajasthan,Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),12:50,17:20,04h 30m,INR 550,19 Seats available,"4.0
233",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
402,Rajasthan,Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,INR 457,29 Seats available,"3.9
261",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
403,Rajasthan,Raj Travel,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 610,14 Seats available,"4.4
66",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
404,Rajasthan,Kalpana Travels,NON AC Seater / Sleeper 2+1,22:00,04:54,06h 54m,INR 300,33 Seats available,"3.7
100",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
405,Rajasthan,Ashok Travels,Non A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,350,26 Seats available,2.9,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
406,Rajasthan,Jain travels regd,A/C Seater / Sleeper (2+1),13:45,19:45,06h 00m,INR 450,36 Seats available,"3.5
121",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
407,Rajasthan,Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,04:00,06h 00m,INR 350,33 Seats available,"3.5
83",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
408,Rajasthan,RSRTC - 177048,Semi Deluxe Non AC Seater 2+2,10:45,15:50,05h 05m,INR 250,34 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
409,Rajasthan,RSRTC - 182944,Express Non AC Seater 2+3,11:15,15:50,04h 35m,INR 229,40 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
410,Rajasthan,RSRTC - 187798,Super Luxury Volvo AC Seater Pushback 2+2,11:55,15:50,03h 55m,INR 460,25 Seats available,"4.1
32",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
411,Rajasthan,RSRTC - 156405,Express Non AC Seater 2+3,12:00,16:30,04h 30m,INR 229,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
412,Rajasthan,RSRTC - 193811,Deluxe AC Seater 2+2,12:30,16:55,04h 25m,INR 404,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
413,Rajasthan,RSRTC - 194137,Express Non AC Seater 2+3,12:35,17:15,04h 40m,INR 229,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
414,Rajasthan,RSRTC - 157455,Super Luxury Volvo AC Seater Pushback 2+2,13:00,17:00,04h 00m,INR 460,36 Seats available,"3.9
55",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
415,Rajasthan,RSRTC - 190571,Express Non AC Seater 2+3,13:25,18:00,04h 35m,INR 229,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
416,Rajasthan,RSRTC - 188046,Express Non AC Seater 2+3,14:15,19:00,04h 45m,INR 229,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
417,Rajasthan,RSRTC - 167049,Express Non AC Seater 2+3,14:30,19:15,04h 45m,INR 229,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
418,Rajasthan,RSRTC - 146140,Super Luxury Volvo AC Seater Pushback 2+2,14:46,18:48,04h 02m,INR 460,37 Seats available,"3.6
68",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
419,Rajasthan,RSRTC - 169078,NON AC Seater / Sleeper 2+1,15:00,19:30,04h 30m,INR 302,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
420,Rajasthan,RSRTC - 190572,Express Non AC Seater 2+3,16:15,21:00,04h 45m,INR 229,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
421,Rajasthan,RSRTC - 194178,Super Luxury Volvo AC Seater Pushback 2+2,16:30,20:30,04h 00m,INR 460,36 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
422,Rajasthan,RSRTC - 193255,Semi Deluxe Non AC Seater 2+2,17:30,22:30,05h 00m,INR 250,35 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
423,Rajasthan,RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,17:30,21:30,04h 00m,INR 460,28 Seats available,"3.9
55",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
424,Rajasthan,RSRTC - 190951,Express Non AC Seater 2+3,18:00,22:30,04h 30m,INR 229,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
425,Rajasthan,RSRTC - 193481,Express Non AC Seater 2+3,18:30,23:00,04h 30m,INR 229,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
426,Rajasthan,RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,20:00,23:45,03h 45m,INR 460,34 Seats available,"4.2
38",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
427,Rajasthan,RSRTC - 189473,NON AC Seater / Sleeper 2+1,21:00,01:30,04h 30m,INR 302,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
428,Rajasthan,Jain travels regd,NON AC Seater / Sleeper 2+1,11:00,15:30,04h 30m,INR 330,36 Seats available,3.1,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
429,Rajasthan,Jain travels regd,A/C Seater / Sleeper (2+1),14:00,18:00,04h 00m,INR 430,40 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
430,Rajasthan,M R Travels,A/C Seater / Sleeper (2+1),14:30,19:15,04h 45m,INR 605,27 Seats available,3.7,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
431,Rajasthan,M R Travels,A/C Seater / Sleeper (2+1),15:30,20:00,04h 30m,INR 550,34 Seats available,3.7,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
432,Rajasthan,Jain travels regd,NON AC Seater / Sleeper 2+1,15:30,20:30,05h 00m,INR 350,42 Seats available,3.1,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
433,Rajasthan,RSRTC - 193343,Semi Deluxe Non AC Seater 2+2,10:45,14:45,04h 00m,INR 230,35 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
434,Rajasthan,RSRTC - 172902,Express Non AC Seater 2+3,11:00,15:05,04h 05m,INR 211,41 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
435,Rajasthan,RSRTC - 193585,Express Non AC Seater 2+3,11:05,15:45,04h 40m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
436,Rajasthan,RSRTC - 193052,Express Non AC Seater 2+3,11:09,15:15,04h 06m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
437,Rajasthan,RSRTC - 144042,Super Luxury Volvo AC Seater Pushback 2+2,11:10,14:35,03h 25m,INR 424,37 Seats available,"3.3
41",https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
438,Rajasthan,RSRTC - 189125,Express Non AC Seater 2+3,11:15,15:30,04h 15m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
439,Rajasthan,RSRTC - 193774,Semi Deluxe Non AC Seater 2+2,11:20,15:45,04h 25m,INR 230,35 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
440,Rajasthan,RSRTC - 192956,Express Non AC Seater 2+3,11:30,15:30,04h 00m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
441,Rajasthan,RSRTC - 163505,Express Non AC Seater 2+3,11:40,15:50,04h 10m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
442,Rajasthan,RSRTC - 168095,Express Non AC Seater 2+3,11:50,15:55,04h 05m,INR 211,46 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
443,Rajasthan,RSRTC - 193665,Express Non AC Seater 2+3,12:10,16:30,04h 20m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
444,Rajasthan,RSRTC - 186250,Super Luxury Volvo AC Seater Pushback 2+2,12:15,15:30,03h 15m,INR 424,21 Seats available,"4.5
22",https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
445,Rajasthan,RSRTC - 168078,Express Non AC Seater 2+3,12:15,16:25,04h 10m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
446,Rajasthan,RSRTC - 163465,Express Non AC Seater 2+3,12:25,16:45,04h 20m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
447,Rajasthan,RSRTC - 180151,Express Non AC Seater 2+3,12:30,16:45,04h 15m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
448,Rajasthan,RSRTC - 168079,Express Non AC Seater 2+3,12:50,16:55,04h 05m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
449,Rajasthan,RSRTC - 174461,Express Non AC Seater 2+3,13:05,17:00,03h 55m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
450,Rajasthan,RSRTC - 168080,Express Non AC Seater 2+3,13:15,17:25,04h 10m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
451,Rajasthan,RSRTC - 191169,NON AC Seater / Sleeper 2+1,13:22,17:45,04h 23m,INR 282,37 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
452,Rajasthan,RSRTC - 179320,Express Non AC Seater 2+3,13:25,17:15,03h 50m,INR 211,42 Seats available,3.6,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
453,Rajasthan,V k jain travels,NON A/C Seater/ Sleeper (2+1),12:35,17:01,04h 26m,INR 350,36 Seats available,3,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
454,Rajasthan,Jain travels regd,NON AC Seater / Sleeper 2+1,14:40,18:30,03h 50m,INR 300,36 Seats available,"3.5
4",https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
455,Rajasthan,Jain travels regd,A/C Seater / Sleeper (2+1),17:20,20:45,03h 25m,INR 300,40 Seats available,3.5,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
456,Rajasthan,Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,23:00,03h 30m,INR 350,42 Seats available,3.5,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
457,Rajasthan,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,23:59,02h 39m,INR 500,38 Seats available,3.5,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
458,Rajasthan,RSRTC - 185399,Express Non AC Seater 2+3,10:45,13:00,02h 15m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
459,Rajasthan,RSRTC - 193286,Express Non AC Seater 2+3,10:45,13:10,02h 25m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
460,Rajasthan,RSRTC - 158065,Express Non AC Seater 2+3,10:50,13:00,02h 10m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
461,Rajasthan,RSRTC - 181331,Express Non AC Seater 2+3,11:10,13:30,02h 20m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
462,Rajasthan,RSRTC - 168832,Express Non AC Seater 2+3,11:25,13:40,02h 15m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
463,Rajasthan,RSRTC - 148453,Semi Deluxe Ordinary Express Non AC Seater 2+2,11:30,16:00,04h 30m,INR 152,27 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
464,Rajasthan,RSRTC - 188343,Express Non AC Seater 2+3,11:40,14:00,02h 20m,INR 139,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
465,Rajasthan,RSRTC - 193304,Express Non AC Seater 2+3,11:45,14:00,02h 15m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
466,Rajasthan,RSRTC - 189531,Express Non AC Seater 2+3,11:50,14:05,02h 15m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
467,Rajasthan,RSRTC - 136646,Express Non AC Seater 2+3,12:10,15:15,03h 05m,INR 129,46 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
468,Rajasthan,RSRTC - 194044,Deluxe AC Seater 2+2,12:15,14:15,02h 00m,INR 228,36 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
469,Rajasthan,RSRTC - 179433,Express Non AC Seater 2+3,12:45,15:00,02h 15m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
470,Rajasthan,RSRTC - 193413,Express Non AC Seater 2+3,12:45,15:30,02h 45m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
471,Rajasthan,RSRTC - 192419,Express Non AC Seater 2+3,12:50,14:45,01h 55m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
472,Rajasthan,RSRTC - 194038,Express Non AC Seater 2+3,13:45,15:45,02h 00m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
473,Rajasthan,RSRTC - 173070,Super Luxury Volvo AC Seater Pushback 2+2,13:45,15:40,01h 55m,INR 213,37 Seats available,"3.7
51",https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
474,Rajasthan,RSRTC - 190983,Semi Deluxe Non AC Seater 2+2,13:45,16:00,02h 15m,INR 142,35 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
475,Rajasthan,RSRTC - 167600,Express Non AC Seater 2+3,13:54,16:10,02h 16m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
476,Rajasthan,RSRTC - 188889,Express Non AC Seater 2+3,14:15,16:15,02h 00m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
477,Rajasthan,RSRTC - 168781,Express Non AC Seater 2+3,14:15,16:30,02h 15m,INR 129,42 Seats available,3.9,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
478,Rajasthan,Garhwal Travels,AC Seater (2+2),12:53,15:15,02h 22m,176,45 Seats available,3.1,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
479,Rajasthan,Salasar Darshan Travels,Non AC Seater (2+3),14:20,16:30,02h 10m,INR 150,56 Seats available,4.7,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
480,Rajasthan,Salasar Darshan Travels,Non AC Seater (2+3),16:50,19:10,02h 20m,INR 150,56 Seats available,4.7,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
481,Rajasthan,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:45,21:40,02h 55m,INR 350,44 Seats available,3.5,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
482,Rajasthan,Maharaja Travels,A/C Seater / Sleeper (2+1),19:40,22:20,02h 40m,INR 286,36 Seats available,3.1,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
483,Rajasthan,Jain travels regd,AC Sleeper (2+1),22:30,05:05,06h 35m,INR 600,21 Seats available,"4.3
502",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
484,Rajasthan,Gajraj Travels,A/C Sleeper (2+1),22:15,05:35,07h 20m,INR 600,20 Seats available,"4.6
451",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
485,Rajasthan,M R Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,INR 500,32 Seats available,"4.2
343",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
486,Rajasthan,Jain travels regd,A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,INR 450,23 Seats available,"4.2
253",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
487,Rajasthan,M R Travels,A/C Seater / Sleeper (2+1),23:35,06:10,06h 35m,INR 500,35 Seats available,"4.1
138",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
488,Rajasthan,Tiger Travels,NON AC Seater / Sleeper 2+1,20:00,05:00,09h 00m,INR 400,34 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
489,Rajasthan,Tiger Travels,A/C Seater / Sleeper (2+1),20:05,05:05,09h 00m,INR 550,40 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
490,Rajasthan,Jain Shiv Shankar Travels,NON A/C Seater/ Sleeper (2+1),21:30,04:45,07h 15m,INR 350,38 Seats available,"4.2
15",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
491,Rajasthan,Sainath Travel Agency,Non A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,INR 350,36 Seats available,"3.2
22",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
492,Rajasthan,Jain travels regd,NON AC Seater / Sleeper 2+1,21:45,05:00,07h 15m,INR 350,36 Seats available,"3.6
84",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
493,Rajasthan,RSRTC - 192489,Super Luxury Volvo AC Seater Pushback 2+2,11:00,18:00,07h 00m,INR 570,30 Seats available,"3.6
37",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
